Departamento,Municipio,Operadora,Contrato,Campo,Date,Aceite
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-01-01,17661.64516
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-02-01,16542.96429
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-03-01,17067.16129
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-04-01,17207.76667
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-05-01,17934.19355
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-06-01,18587.43333
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-07-01,17410.58065
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-08-01,17367.35484
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-09-01,17474.6
ANTIOQUIA,,ECOPETROL,CASABE,CASABE,2014-10-01,16663.45161
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-01-01,4049.419355
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-02-01,4201.821429
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-03-01,4094.580645
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-04-01,3729.366667
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-05-01,3356.516129
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-06-01,3388.833333
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-07-01,3607.354839
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-08-01,3617.806452
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-09-01,3828.766667
ANTIOQUIA,,ECOPETROL,CASABE,CASABE SUR,2014-10-01,3742.354839
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-01-01,250
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-02-01,190.8571429
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-03-01,199.7419355
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-04-01,625.5666667
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-05-01,566.8387097
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-06-01,684.1333333
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-07-01,872.4193548
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-08-01,1171.096774
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-09-01,1397.133333
ANTIOQUIA,,ECOPETROL,CASABE,PEÑAS BLANCAS,2014-10-01,1605.354839
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-01-01,1441.032258
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-02-01,1435.571429
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-03-01,1398.032258
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-04-01,1394.733333
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-05-01,1451.548387
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-06-01,1409.133333
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-07-01,1385.645161
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-08-01,1370.290323
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-09-01,1350.333333
ANTIOQUIA,,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2014-10-01,1375.806452
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-01-01,20218
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-02-01,18465.39286
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-03-01,17997.80645
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-04-01,18533.3
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-05-01,18518.06452
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-06-01,18538.23333
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-07-01,18130.90323
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-08-01,17853.67742
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-09-01,18041.23333
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-10-01,17234.70968
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-11-01,16643.93333
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE,2013-12-01,17474.83871
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-01-01,3792.774194
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-02-01,4851.535714
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-03-01,5054.064516
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-04-01,4979.733333
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-05-01,4790.16129
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-06-01,4804.7
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-07-01,4360.612903
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-08-01,4011.032258
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-09-01,4252.3
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-10-01,4427.193548
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-11-01,4033.433333
ANTIOQUIA,,ECOPETROL S.A.,CASABE,CASABE SUR,2013-12-01,3960.032258
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-01-01,200
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-02-01,203.8214286
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-03-01,216.3548387
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-04-01,214.2333333
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-05-01,227.516129
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-06-01,169.5666667
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-07-01,232.0645161
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-08-01,197.6774194
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-09-01,193.5
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-10-01,129
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-11-01,176.0666667
ANTIOQUIA,,ECOPETROL S.A.,CASABE,Peñas Blancas,2013-12-01,206.7419355
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-01-01,1486.290323
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-02-01,1436.142857
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-03-01,1438.935484
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-04-01,1389.3
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-05-01,1474.258065
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-06-01,1452.566667
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-07-01,1481.193548
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-08-01,1460.677419
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-09-01,1532.433333
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-10-01,1503.032258
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-11-01,1512.633333
ANTIOQUIA,,ECOPETROL S.A.,Cocorna,Área Teca - Cocorna,2013-12-01,1499.419355
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-01-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-02-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-03-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-04-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-05-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-06-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-07-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-08-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-09-01,53.23333333
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-10-01,22.96774194
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-11-01,0
ANTIOQUIA,,ECOPETROL S.A.,La Rompida,La Rompida,2013-12-01,0
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-01-01,353.7096774
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-02-01,339.2857143
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-03-01,316.2258065
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-04-01,282
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-05-01,272.6774194
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-06-01,261
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-07-01,219.483871
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-08-01,221.3548387
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-09-01,199.8333333
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2014-10-01,225.5806452
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-01-01,1839.83871
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-02-01,1576.035714
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-03-01,1629.451613
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-04-01,1613.5
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-05-01,1504.387097
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-06-01,1690.3
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-07-01,1716.580645
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-08-01,1693.774194
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-09-01,1753
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2014-10-01,1561.548387
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-01-01,290.2258065
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-02-01,310.8928571
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-03-01,310.6774194
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-04-01,302.9333333
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-05-01,295.2258065
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-06-01,286.5333333
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-07-01,259.8064516
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-08-01,178
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-09-01,338.7333333
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-10-01,338.3870968
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-11-01,319.1666667
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,NARE,2013-12-01,332.1290323
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-01-01,2907.677419
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-02-01,2805.5
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-03-01,3263.677419
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-04-01,3620.933333
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-05-01,3621.225806
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-06-01,3704.466667
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-07-01,2981.870968
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-08-01,3250.612903
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-09-01,3922.166667
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-10-01,4140.548387
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-11-01,4569.666667
ANTIOQUIA,,MANSAROVAR ENERGY COLOMBIA LTD.,NARE,UNDERRIVER,2013-12-01,4564.354839
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-01-01,2334.193548
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-02-01,2346.413793
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-03-01,2515.870968
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-04-01,2742.8
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-05-01,2726.419355
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-06-01,2541.8
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-07-01,2588.83871
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-08-01,2247.483871
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-09-01,2248.433333
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-10-01,2511.967742
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-11-01,1011.7
ANTIOQUIA,PUERTO NARE,ECOPETROL,CONTRATO DE COLABORACIÓN EMPRESARIAL CAMPO ÁREA TECA – COCORNÁ ENTRE ECOPETROL S,AREA TECA-COCORNA,2016-12-01,1042
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-01-01,1002.645161
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-02-01,901.9642857
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-03-01,860.2258065
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-04-01,881.9333333
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-05-01,902.3870968
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-06-01,842.3333333
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-07-01,842.1290323
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-08-01,780.9032258
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-09-01,793.2
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-10-01,807.8387097
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-11-01,774.8333333
ANTIOQUIA,PUERTO NARE,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-12-01,726.9677419
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-01-01,195.4516129
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-02-01,253.0714286
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-03-01,273.9032258
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-04-01,298.4
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-05-01,277.2580645
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-06-01,306.3
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-07-01,303.483871
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-08-01,327.483871
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-09-01,333.2333333
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-10-01,309.2903226
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-11-01,322.7666667
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,NARE,2015-12-01,286.9677419
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-01-01,1564.580645
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-02-01,1409.571429
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-03-01,1349.032258
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-04-01,1502.733333
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-05-01,1565.193548
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-06-01,1699.633333
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-07-01,1494.741935
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-08-01,1382.774194
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-09-01,1394.166667
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-10-01,1295.258065
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-11-01,1134.466667
ANTIOQUIA,PUERTO NARE,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2015-12-01,1262.677419
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-01-01,489.4516129
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-02-01,503.3214286
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-03-01,519.9354839
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-04-01,503.2666667
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-05-01,482.0322581
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-06-01,521.0666667
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-07-01,485.8387097
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-08-01,438.0645161
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-09-01,471.6666667
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-10-01,479.9677419
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-11-01,451.2333333
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2015-12-01,433.2903226
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-01-01,452.5483871
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-02-01,464.7931034
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-03-01,405.8064516
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-04-01,379.6666667
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-05-01,331.6451613
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-06-01,309.5666667
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-07-01,353.5483871
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-08-01,380.483871
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-09-01,347.3666667
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-10-01,337.3548387
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-11-01,530
ANTIOQUIA,PUERTO TRIUNFO,ECOPETROL,OPERACION-DIRECTA ECOPETROL,AREA TECA-COCORNA,2016-12-01,561
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-01-01,3153
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-02-01,3116
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-03-01,3099
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-04-01,3071
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-05-01,3055
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-06-01,3029
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-07-01,3013
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-08-01,2987
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-09-01,2971
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-10-01,2939
ANTIOQUIA,YONDO,ECOPETROL,CASABE,CASABE,2015-11-01,2923
